,grade,year,points,p1,p2,p3,p4,p5,p6,p7,p8,status,status_eng,region,region_eng,region_id,school
300,9,2010,17,7,2,0,0,1,7,0,0,участник,participant,Красноярский край,Krasnoyarsk region,24.0,"МОУ СОШ с углубленным изучением отдельных предметов № 7, г. Красноярск"
301,9,2010,16,2,0,0,0,7,7,0,0,участник,participant,Липецкая область,Lipetsk region,48.0,МОУ лицей № 44 г. Липецка
302,9,2010,15,7,1,0,0,0,7,0,0,участник,participant,Калужская область,Kaluga region,40.0,МОУ СОШ №5 г.Калуги
303,9,2010,14,2,1,1,0,4,6,0,0,участник,participant,Белгородская область,Belgorod region,31.0,МОУ «Лицей №38» г. Белгорода
304,9,2010,13,5,0,0,0,1,7,0,0,участник,participant,Республика Мордовия,The Republic of Mordovia,13.0,МОУ Лицей №4 городского округа Саранск
305,9,2010,11,7,0,0,0,1,3,0,0,участник,participant,Курская область,Kursk region,46.0,"МОУ ""Гимназия №1"" г.Железногорска"
306,9,2010,8,7,0,0,0,0,1,0,0,участник,participant,Оренбургская область,Orenburg region,56.0,"МОУ ""Европейский лицей (Ассоциированная школа ЮНЕСКО)"" Оренбургского района"
307,9,2010,8,0,0,0,0,1,7,0,0,участник,participant,Пензенская область,Penza region,58.0,МОУ СОШ № 30 г. Пенза
308,9,2010,7,0,0,0,0,0,7,0,0,участник,participant,Ставропольский край,Stavropol region,26.0,МОУ гимназия №103 г. Минеральные Воды
309,9,2010,6,2,1,0,1,1,1,0,0,участник,participant,Белгородская область,Belgorod region,31.0,МОУ «Лицей №38»г. Белгорода
310,9,2010,4,3,0,0,0,1,0,0,0,участник,participant,Кабардино-Балкарская Республика,Kabardino-Balkar Republic,7.0,"МОУ ""Гимназия №29"" г.Нальчик"
311,9,2010,3,0,0,0,0,0,3,0,0,участник,participant,Карачаево-Черкесская Республика,Karachay-Cherkess Republic,9.0,"МОУ ""Гимназия № 17"" г. Черкесска"
312,9,2010,3,0,0,0,0,0,3,0,0,участник,participant,Республика Северная Осетия - Алания,Republic of North Ossetia - Alania,15.0,МОУ СОШ № 4 Правобережного района г.Беслана
313,9,2010,0,0,0,0,0,0,0,0,0,участник,participant,Карачаево-Черкесская Республика,Karachay-Cherkess Republic,9.0,"МОУ ""Гимназия №5"" г. Черкесска"
314,10,2010,56,7,7,7,7,7,7,7,7,победитель,winner,Краснодарский край,Krasnodar region,23.0,Лицей НОУ ВПО Институт современных технологий и экономики г.Краснодара
315,10,2010,49,7,7,7,7,7,7,7,0,победитель,winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
316,10,2010,49,7,7,7,7,7,7,7,0,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №239 Центрального района г.СанктПетербург
317,10,2010,48,7,7,7,7,7,6,7,0,победитель,winner,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
318,10,2010,48,6,7,7,7,7,7,7,0,победитель,winner,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
319,10,2010,48,6,7,7,7,7,7,0,7,победитель,winner,Ростовская область,Rostov region,61.0,"МОУ ""Экономический лицей №14"" г.Ростовна-Дону"
320,10,2010,48,7,7,7,0,7,6,7,7,победитель,winner,Челябинская область,Chelyabinsk region,74.0,"МОУ ""СОШ №5 с углубленнымизучением математики"" г.Магнитогорск"
321,10,2010,47,7,7,7,6,7,6,0,7,победитель,winner,Республика Татарстан,Republic of Tatarstan,16.0,МАОУ Лицей им. Н.И.Лобачевского при Казанском государственном университете г.Казань
322,10,2010,45,7,7,7,7,4,6,7,0,призер,prize-winner,Самарская область,Samara Region,63.0,МОУ гимназия № 1 городского округа Самара
323,10,2010,43,7,7,7,7,7,7,1,0,призер,prize-winner,Челябинская область,Chelyabinsk region,74.0,МОУ СОШ №5 с углубленным изучением математики г.Магнитогорск
324,10,2010,42,7,7,7,0,7,7,7,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
325,10,2010,42,7,7,0,7,7,7,7,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №30 Василеостровского района г.СанктПетербург
326,10,2010,42,7,7,7,7,7,7,0,0,призер,prize-winner,Курганская область,Kurgan region,45.0,МОУ СОШ №48 г.Курган
327,10,2010,41,6,7,7,0,7,7,0,7,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"" г.Москва"
328,10,2010,40,7,7,7,7,7,5,0,0,призер,prize-winner,Московская область,Moscow region,50.0,МОУ Лицей научно-инженерного профиля г.Королев
329,10,2010,37,7,7,7,1,2,6,7,0,призер,prize-winner,Московская область,Moscow region,50.0,МОУ ФМЛ № 5 г. Долгопрудного
330,10,2010,36,7,7,1,7,7,6,1,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"" г.Москва"
331,10,2010,36,7,7,2,7,7,6,0,0,призер,prize-winner,Московская область,Moscow region,50.0,МОУ Гимназия г. Раменское
332,10,2010,35,7,7,7,0,7,6,1,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Школа-интернат среднего (полного) общего образования ""Интеллектуал"" г.Москва"
333,10,2010,35,7,7,7,2,7,5,0,0,призер,prize-winner,Ульяновская область,Ulyanovsk region,73.0,МОУ многопрофильный лицей №20 г.Ульяновска
334,10,2010,34,7,7,0,0,7,6,0,7,призер,prize-winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
335,10,2010,34,7,7,0,7,7,6,0,0,призер,prize-winner,Московская область,Moscow region,50.0,МОУ ФМЛ №5 г.Долгопрудного Московской области
336,10,2010,34,7,7,7,0,7,6,0,0,призер,prize-winner,Нижегородская область,Nizhny Novgorod Region,52.0,МОУ Лицей №36 г.Нижний Новгород
337,10,2010,34,7,7,7,0,7,6,0,0,призер,prize-winner,Пермский край,Perm,59.0,"МОУ ""СОШ №146 с углубленным изучением математики, физики и информатики"", г. Пермь"
338,10,2010,34,7,7,7,0,7,6,0,0,призер,prize-winner,Ярославская область,Yaroslavl region,76.0,"МОУ ""СОШ №58 с углубленным изучением предметов естественно-математического цикла"" г.Ярославль"
339,10,2010,33,7,7,5,0,7,0,7,0,призер,prize-winner,Курганская область,Kurgan region,45.0,"ГОУ ""Курганский областной лицей-интернат среднего (полного) общего образования для одаренных детей"""
340,10,2010,33,6,7,0,7,7,6,0,0,призер,prize-winner,Новосибирская область,Novosibirsk region,54.0,СУНЦ Новосибирского государственного университета
341,10,2010,32,6,7,0,7,5,7,0,0,призер,prize-winner,Краснодарский край,Krasnodar region,23.0,"Лицей НОУ ВПО ""Институт современных технологий и экономики"" г.Краснодара"
342,10,2010,32,6,7,7,0,7,5,0,0,призер,prize-winner,Краснодарский край,Krasnodar region,23.0,МОУ СОШ №2 г.Усть-Лабинска муниципального образования УстьЛабинский район
343,10,2010,30,7,7,0,3,7,6,0,0,похвальная грамота,honourable mention,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Гимназия №122 Московского района г.Казань
344,10,2010,29,7,7,0,1,7,0,0,7,похвальная грамота,honourable mention,Московская область,Moscow region,50.0,МОУ ФМЛ №5 г.Долгопрудного Московской области
345,10,2010,29,7,7,1,0,7,7,0,0,похвальная грамота,honourable mention,Ханты-Мансийский АО,Khanty-Mansiysk,86.0,МОУ Гимназия г.Урай
346,10,2010,28,6,7,1,0,7,6,1,0,похвальная грамота,honourable mention,Владимирская область,Vladimir region,33.0,МОУ СОШ №5 г.Вязники
347,10,2010,28,7,7,1,0,7,6,0,0,похвальная грамота,honourable mention,Костромская область,Kostroma region,44.0,МОУ Лицей №17 г.Кострома Костромской области
348,10,2010,28,6,7,2,0,7,6,0,0,похвальная грамота,honourable mention,Пензенская область,Penza region,58.0,МОУ финансово-экономический лицей № 29 г. Пензы
349,10,2010,28,7,7,1,0,7,6,0,0,похвальная грамота,honourable mention,Республика Адыгея,Republic of Adygea,1.0,"МОУ ""Гимназия №22"" МО ""город Майкоп"""
350,10,2010,28,6,7,2,0,7,6,0,0,похвальная грамота,honourable mention,Республика Башкортостан,Republic of Bashkortostan,2.0,МОУ СОШ №42 с углубленным изучением отдельных предметов Октябрьского района городского округа город Уфа
351,10,2010,28,6,7,2,0,7,6,0,0,похвальная грамота,honourable mention,Челябинская область,Chelyabinsk region,74.0,МОУ Лицей №31 г.Челябинск
352,10,2010,28,7,7,1,0,7,6,0,0,похвальная грамота,honourable mention,Челябинская область,Chelyabinsk region,74.0,МОУ Лицей №31 г.Челябинск
353,10,2010,27,7,7,0,0,7,6,0,0,похвальная грамота,honourable mention,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
354,10,2010,27,7,7,0,6,7,0,0,0,похвальная грамота,honourable mention,Томская область,Tomsk region,70.0,"МОУ лицей при ТПУ, г.Томск"
355,10,2010,27,7,7,0,0,7,6,0,0,похвальная грамота,honourable mention,Ульяновская область,Ulyanovsk region,73.0,"МОУ гимназия №44 им. Деева В.Н., г. Ульяновск, Ульяновская область"
356,10,2010,26,7,7,0,5,7,0,0,0,похвальная грамота,honourable mention,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
357,10,2010,26,6,7,0,0,7,6,0,0,похвальная грамота,honourable mention,Пермский край,Perm,59.0,"МОУ ""СОШ № 9 им. А.С. Пушкина с углубленным изучением предметов физико-математического цикла"", г. Пермь"
358,10,2010,26,6,7,0,0,7,6,0,0,похвальная грамота,honourable mention,Республика Чувашия,Chuvash Republic,21.0,МОУ Гимназия №1 г.Чебоксары Чувашской Республики
359,10,2010,24,5,7,0,0,6,6,0,0,похвальная грамота,honourable mention,Астраханская область,Astrakhan region,30.0,МОУ СОШ №32 г.Астрахань
360,10,2010,23,0,7,0,3,7,6,0,0,участник,participant,Москва,Moscow,77.0,ГОУ Московская Гимназия на Юго-Западе № 1543
361,10,2010,22,7,7,1,0,7,0,0,0,участник,participant,Москва,Moscow,77.0,"ГОУ Школа-интернат среднего (полного) общего образования ""Интеллектуал"" г.Москва"
362,10,2010,22,7,2,0,0,7,6,0,0,участник,participant,Красноярский край,Krasnoyarsk region,24.0,"МОУ СОШ № 7 с углубленным изучением отдельных предметов, г.Красноярск"
363,10,2010,21,7,7,0,0,7,0,0,0,участник,participant,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Гимназия №122 Московского района г.Казани
364,10,2010,21,7,7,0,0,7,0,0,0,участник,participant,Челябинская область,Chelyabinsk region,74.0,МОУ Лицей №31 г.Челябинск
365,10,2010,20,6,7,0,0,7,0,0,0,участник,participant,Республика Коми,Komi Republic,11.0,"Государственная общеобразовательная школа интернат ""Коми республиканский ФМЛ-интернат"" г.Сыктывкар"
366,10,2010,19,6,0,7,0,0,6,0,0,участник,participant,Курганская область,Kurgan region,45.0,"МОУ учреждение г.Курган ""Гимназия №19"""
367,10,2010,18,5,7,0,0,6,0,0,0,участник,participant,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
368,10,2010,17,0,7,0,0,3,7,0,0,участник,participant,Тюменская область,Tyumen region,72.0,Гимназия Тюменского государственного университета г.Тюмени Тюменской области
369,10,2010,16,7,2,0,0,7,0,0,0,участник,participant,Новосибирская область,Novosibirsk region,54.0,СУНЦ Новосибирского государственного университета
370,10,2010,16,6,6,0,0,4,0,0,0,участник,participant,Республика Хакасия,The Republic of Khakassia,19.0,МОУ Белоярская СОШ Алтайского района
371,10,2010,14,6,7,0,0,1,0,0,0,участник,participant,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,"Государственное нетиповое образовательное учреждение лицей-интернат ""Республиканский Лицей"" г.Якутска"
372,10,2010,12,0,7,0,0,5,0,0,0,участник,participant,Республика Калмыкия,Republic of Kalmykia,8.0,"МОУ Центр образования одаренных детей Республики Калмыкия ""Элистинский Лицей"""
373,10,2010,8,6,0,1,0,1,0,0,0,участник,participant,Кемеровская область,Kemerovo region,42.0,"МОУ ""Лицей №20 г.Междуреченска"""
374,10,2010,8,5,2,0,0,1,0,0,0,участник,participant,Рязанская область,Ryazan Oblast,62.0,"МОУ СОШ №57, г. Рязань"
375,10,2010,7,2,2,0,0,3,0,0,0,участник,participant,Орловская область,Oryol Region,57.0,"МОУ ""Лицей №1 им. М.В.Ломоносова"" г.Орел"
376,10,2010,1,0,0,0,0,1,0,0,0,участник,participant,Ямало-Ненецкий АО,Yamalo-Nenets Autonomous Okrug,89.0,"МОУ ""СОШ № 1 с углубленным изучением отдельных предметов"" г.Надым"
377,10,2010,0,0,0,0,0,0,0,0,0,участник,participant,Чеченская Республика,Chechen Republic,95.0,"МОУ ""Автуринская СОШ №1"" с.Автуры Шалинского района"
378,11,2010,53,7,7,7,4,7,7,7,7,победитель,winner,Саратовская область,Saratov region,64.0,"МОУ ""Лицей прикладных наук"" Волжского района муниципального образования "" г.Саратов"""
379,11,2010,48,6,7,0,7,7,7,7,7,победитель,winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
380,11,2010,42,7,7,0,7,7,7,7,0,победитель,winner,Белгородская область,Belgorod region,31.0,"МОУ ""Лицей №38"" г.Белгорода"
381,11,2010,42,7,7,0,7,7,7,7,0,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №239 Центрального района г.Санкт-Петербург
382,11,2010,42,7,7,7,0,7,7,0,7,победитель,winner,Курская область,Kursk region,46.0,"МОУ ""СОШ c углубленным изучением отдельных предметов №11"" г.Железногорска Курской области"
383,11,2010,40,7,5,7,0,7,7,7,0,победитель,winner,Москва,Moscow,77.0,ГОУ СУНЦ– факультет МГУ им. М.В.Ломоносова школа им. Колмогорова
384,11,2010,39,7,5,0,6,7,7,7,0,победитель,winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №239 Центрального района г.Санкт-Петербург
385,11,2010,37,7,7,0,2,7,7,7,0,призер,prize-winner,Новосибирская область,Novosibirsk region,54.0,МОУ Гимназия №1 г. Новосибирска
386,11,2010,35,7,7,0,0,7,7,0,7,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"" г.Москва"
387,11,2010,35,7,7,0,0,7,7,7,0,призер,prize-winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
388,11,2010,34,7,7,0,0,7,7,6,0,призер,prize-winner,Иркутская область,Irkutsk region,38.0,"МОУ ""Лицей №2"" г.Иркутска"
389,11,2010,34,7,7,0,0,7,0,7,6,призер,prize-winner,Ярославская область,Yaroslavl region,76.0,"МОУ ""СОШ №33 им. К.Маркса с углубленным изучением математики"" г.Ярославля"
390,11,2010,32,7,7,0,2,7,3,6,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
391,11,2010,32,7,7,1,0,7,7,3,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №239 Центрального района г.Санкт-Петербург
392,11,2010,32,7,7,0,3,1,7,7,0,призер,prize-winner,Новосибирская область,Novosibirsk region,54.0,МОУ Гимназия №1 г. Новосибирска
393,11,2010,31,7,3,0,0,7,7,7,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №239 Центрального района г.Санкт-Петербург
394,11,2010,31,7,7,0,0,7,3,7,0,призер,prize-winner,Курганская область,Kurgan region,45.0,"МОУ города Кургана ""СОШ № 38"""
395,11,2010,29,7,7,1,0,7,0,7,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №239 Центрального района г.Санкт-Петербург
396,11,2010,29,7,7,0,1,7,0,7,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №239 Центрального района г.Санкт-Петербург
397,11,2010,28,7,0,0,0,7,7,7,0,призер,prize-winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
398,11,2010,28,7,7,0,0,7,7,0,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"" г.Москва"
399,11,2010,28,7,7,0,0,7,6,1,0,призер,prize-winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
400,11,2010,28,7,7,0,0,7,7,0,0,призер,prize-winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
401,11,2010,28,7,7,0,0,7,0,7,0,призер,prize-winner,Республика Башкортостан,Republic of Bashkortostan,2.0,МОУ СОШ №68 Калининского района городского округа город Уфа
402,11,2010,28,7,7,0,0,7,7,0,0,призер,prize-winner,Республика Татарстан,Republic of Tatarstan,16.0,МАОУ Лицей-интернат №2 Московского района г.Казань РТ
403,11,2010,28,7,7,0,0,7,7,0,0,призер,prize-winner,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Гимназия №26 г.Набережные Челны
404,11,2010,28,7,7,0,0,7,0,7,0,призер,prize-winner,Удмуртская Республика,Udmurt republic,18.0,"МОУ ""Ижевский естественно-гуманитарный лицей ""Школа-30"" Октябрьского района г.Ижевска"
405,11,2010,28,7,7,0,0,7,0,7,0,призер,prize-winner,Ульяновская область,Ulyanovsk region,73.0,"МОУ ""СОШ №21"", г. Ульяновск, Ульяновская область"
406,11,2010,28,7,7,0,0,7,7,0,0,призер,prize-winner,Ярославская область,Yaroslavl region,76.0,"МОУ ""СОШ №33 им. К.Маркса с углубленным изучением математики"" г.Ярославля"
407,11,2010,27,7,3,0,0,7,4,6,0,призер,prize-winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
408,11,2010,27,7,7,0,0,7,6,0,0,призер,prize-winner,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
409,11,2010,27,7,5,1,0,7,7,0,0,призер,prize-winner,Санкт-Петербург,St. Petersburg,78.0,ГОУ ФМЛ №239 Центрального района г.Санкт-Петербург
410,11,2010,27,7,7,0,0,7,0,6,0,призер,prize-winner,Кировская область,Kirov region,43.0,МОУ «Кировский ФМЛ»
411,11,2010,27,7,7,0,0,7,5,1,0,призер,prize-winner,Курганская область,Kurgan region,45.0,"МОУ города Кургана ""СОШ №42"""
412,11,2010,27,7,7,0,0,7,6,0,0,призер,prize-winner,Республика Адыгея,Republic of Adygea,1.0,"МОУ ""Гимназия №5"" МО ""город Майкоп"""
413,11,2010,27,7,5,0,0,7,7,1,0,призер,prize-winner,Республика Бурятия,The Republic of Buryatia,3.0,МОУ «Российская гимназия №59»города Улан-Удэ
414,11,2010,27,7,7,0,0,7,0,6,0,призер,prize-winner,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Гимназия №26 г.Набережные Челны
415,11,2010,27,7,3,7,0,7,3,0,0,призер,prize-winner,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Лицей-интернат №24 г. Нижнекамск РТ
416,11,2010,27,7,6,0,0,7,0,7,0,призер,prize-winner,Ярославская область,Yaroslavl region,76.0,"МОУ ""СОШ №33 им. К.Маркса с углубленным изучением математики"" г.Ярославля"
417,11,2010,26,7,5,7,0,7,0,0,0,призер,prize-winner,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
418,11,2010,25,7,3,0,0,7,7,1,0,похвальная грамота,honourable mention,Томская область,Tomsk region,70.0,МОУ СОШ №41 г.Томск Томской области
419,11,2010,24,7,3,0,0,7,0,7,0,похвальная грамота,honourable mention,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
420,11,2010,24,7,7,0,0,6,1,3,0,похвальная грамота,honourable mention,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
421,11,2010,24,7,7,0,0,7,0,3,0,похвальная грамота,honourable mention,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
422,11,2010,24,7,7,0,0,7,3,0,0,похвальная грамота,honourable mention,Кировская область,Kirov region,43.0,МОУ «Кировский ФМЛ»
423,11,2010,23,7,7,0,0,7,1,1,0,участник,participant,Алтайский край,Altai region,22.0,МОУ СОШ № 100 г.Барнаул
424,11,2010,23,7,7,0,0,7,0,2,0,участник,participant,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
425,11,2010,23,7,7,0,2,7,0,0,0,участник,participant,Ростовская область,Rostov region,61.0,МОУ СОШ №23 г.Гуково
426,11,2010,22,7,7,0,0,7,0,1,0,участник,participant,Московская область,Moscow region,50.0,МОУ ФМЛ №5 г.Долгопрудного Московской области
427,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Алтайский край,Altai region,22.0,МОУ СОШ № 127 г.Барнаул
428,11,2010,21,7,0,0,0,7,0,7,0,участник,participant,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
429,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
430,11,2010,21,7,6,0,0,7,0,1,0,участник,participant,Санкт-Петербург,St. Petersburg,78.0,ГОУ Лицей Физико-техническая школа при Физико-техническом институте им. А.Ф.Иоффе Российской академии наук г.Санкт-Петербург
431,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Калининградская область,Kaliningrad region,39.0,"МОУ Гимназия № 2"" г. Гурьевска"
432,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Костромская область,Kostroma region,44.0,МОУ Лицей №17 г.Кострома Костромской области
433,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Курганская область,Kurgan region,45.0,"МОУ города Кургана ""Лицей №12"""
434,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Курганская область,Kurgan region,45.0,"МОУ города Кургана ""Гимназия №47"""
435,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Московская область,Moscow region,50.0,МОУ ФМЛ № 5 г. Долгопрудного
436,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Московская область,Moscow region,50.0,МОУ ФМЛ № 5 г. Долгопрудного
437,11,2010,21,7,4,0,0,7,0,3,0,участник,participant,Республика Марий Эл,Mari El Republic,12.0,"ГОУ Республики Марий Эл ""Лицей Бауманский"""
438,11,2010,21,7,0,0,0,7,7,0,0,участник,participant,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Лицей-интернат №24 г. Нижнекамск РТ
439,11,2010,21,7,7,0,0,7,0,0,0,участник,participant,Удмуртская Республика,Udmurt republic,18.0,МОУ Экономико-математический Лицей №29 г.Ижевска
440,11,2010,21,7,7,0,0,6,1,0,0,участник,participant,Свердловская область,Sverdlovsk region,66.0,"МОУ ""Политехническая гимназия"" г.Нижнего Тагила"
441,11,2010,20,7,3,0,0,7,0,3,0,участник,participant,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"""
442,11,2010,20,7,6,0,0,7,0,0,0,участник,participant,Ярославская область,Yaroslavl region,76.0,"МОУ ""СОШ №58 с углубленным изучением предметов естественно-математического цикла"" г.Ярославль"
443,11,2010,19,1,7,0,0,7,3,1,0,участник,participant,Москва,Moscow,77.0,"ГОУ центр образования №57 ""Пятьдесят седьмая школа"" г.Москва"
444,11,2010,18,7,3,1,0,7,0,0,0,участник,participant,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"""
445,11,2010,18,7,4,0,0,7,0,0,0,участник,participant,Свердловская область,Sverdlovsk region,66.0,МОУ Гимназия №9 г.Екатеринбурга
446,11,2010,17,7,3,0,0,7,0,0,0,участник,participant,Москва,Moscow,77.0,ГОУ СУНЦ – факультет МГУ им. М.В. Ломоносова. школа им. А.Н. Колмогорова
447,11,2010,17,7,3,0,0,6,0,1,0,участник,participant,Краснодарский край,Krasnodar region,23.0,МОУ лицей №64 г.Краснодара
448,11,2010,17,7,3,0,0,7,0,0,0,участник,participant,Республика Саха (Якутия),The Republic of Sakha (Yakutia),14.0,"Государственное нетиповое образовательное учреждение лицейинтернат ""Республиканский Лицей"" г.Якутска"
449,11,2010,17,7,0,0,0,7,3,0,0,участник,participant,Ростовская область,Rostov region,61.0,"Негосударственное образовательное учреждение ""Экономический лицей"" г.Гуково"
450,11,2010,17,7,7,0,0,3,0,0,0,участник,participant,Ярославская область,Yaroslavl region,76.0,"МОУ ""СОШ №58 с углубленным изучением предметов естественно-математического цикла"" г.Ярославля"
451,11,2010,16,7,2,0,0,6,1,0,0,участник,participant,Нижегородская область,Nizhny Novgorod Region,52.0,"МОУ Лицей №165 им. 65 летия ""ГАЗ"" г.Нижний Новгород"
452,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Воронежская область,Voronezh region,36.0,МОУ гимназия им.академика Н.Г. Басова городского округа г.Воронеж
453,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Москва,Moscow,77.0,ГОУ Московская Гимназия на Юго-Западе № 1543
454,11,2010,14,7,0,0,0,6,1,0,0,участник,participant,Ленинградская область,Leningrad region,47.0,"МОУ ""Кингисеппская гимназия"""
455,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Мурманская область,Murmansk region,51.0,МОУ Гимназия №4 г.Мурманск
456,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Нижегородская область,Nizhny Novgorod Region,52.0,"МОУ Лицей №165 им. 65 летия ""ГАЗ"" г.Нижний Новгород"
457,11,2010,14,0,7,0,0,7,0,0,0,участник,participant,Республика Адыгея,Republic of Adygea,1.0,"МОУ ""Лицей №8""МО ""город Майкоп"""
458,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Республика Дагестан,The Republic of Dagestan,5.0,ГОУ Республиканский многопрофильный лицей города Махачкалы
459,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Республика Карелия,The Republic of Karelia,10.0,"МОУ ""Университетский лицей"" г.Петрозаводск"
460,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Тверская область,Tver region,69.0,МОУ СОШ с углубленным изучением математики № 17 г. Твери
461,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Тульская область,Tula region,71.0,МОУ Лицей №1 г.Тула
462,11,2010,14,7,0,0,0,7,0,0,0,участник,participant,Челябинская область,Chelyabinsk region,74.0,МОУ Лицей №31 г.Челябинск
463,11,2010,13,6,0,0,0,7,0,0,0,участник,participant,Республика Татарстан,Republic of Tatarstan,16.0,МОУ Лицей-интернат №24 г. Нижнекамск РТ
464,11,2010,12,5,0,0,0,7,0,0,0,участник,participant,Камчатский край,Kamchatka Krai,41.0,МОУ Лицей №21 Петропавловска-Камчатского городского округа
465,11,2010,11,2,3,0,0,6,0,0,0,участник,participant,Москва,Moscow,77.0,"ГОУ Лицей ""Вторая школа"" г.Москва"
466,11,2010,9,7,2,0,0,0,0,0,0,участник,participant,Вологодская область,Vologda Region,35.0,ГОУ «Вологодский многопрофильный лицей»
467,11,2010,7,7,0,0,0,0,0,0,0,участник,participant,Архангельская область,Arkhangelsk region,29.0,МОУ «Общеобразовательный лицей №17» г.Северодвинска
